Brand,Model,Year,Fuel,Transmission,Km,Owner,Price,Location,Engine,Seats
Maruti Suzuki,Swift DZire ZDi BS-IV,2010,Diesel,Manual,82202,Second,325000.0,Jalandhar,1248,5.0
Maruti Suzuki,Wagon R LXi Minor,2008,Petrol,Manual,51000,Second,218000.0,Coimbatore,1061,5.0
Mercedes-Benz,CLA 200 CDI Sport,2018,Diesel,Automatic,24000,First,2800000.0,Mumbai,2143,5.0
Maruti Suzuki,Ciaz VDi (O) SHVS,2017,Diesel,Manual,86000,First,650000.0,Lucknow,1248,5.0
Honda,WR-V S MT Diesel,2018,Diesel,Manual,41000,First,790000.0,Raipur,1498,5.0
Honda,City SV Diesel,2015,Diesel,Manual,76000,First,540000.0,Agra,1498,5.0
Maruti Suzuki,Swift VDi,2011,Diesel,Manual,120000,First,375000.0,Hyderabad,1248,5.0
BMW,X1 sDrive20i xLine,2021,Petrol,Automatic,12500,First,3990000.0,Delhi,1998,5.0
Porsche,718 Boxster,2018,Petrol,Automatic,6300,First,10900000.0,Hyderabad,1988,2.0
Maruti Suzuki,Swift DZire VXi,2009,Petrol,Manual,114000,First,245000.0,Mumbai,1298,5.0
Maruti Suzuki,Celerio LXi,2015,Petrol,Manual,25862,First,260000.0,Kolkata,998,5.0
Ford,Figo Duratorq Diesel Titanium 1.4,2010,Diesel,Manual,72000,First,240000.0,Hyderabad,1399,5.0
Hyundai,Creta 1.6 SX Plus Special Edition,2015,Diesel,Manual,90000,First,800000.0,Lucknow,1582,5.0
Honda,City V,2016,Petrol,Manual,38000,First,745000.0,Gurgaon,1497,5.0
Mercedes-Benz,E-Class E 220d Exclusive [2019-2019],2021,Diesel,Automatic,7000,First,7390000.0,Mumbai,1950,5.0
BMW,X5 xDrive 30d M Sport,2017,Diesel,Automatic,83985,Second,5900000.0,Pune,2993,5.0
Honda,Amaze 1.2 S MT Petrol [2018-2020],2019,Petrol,Manual,74237,First,675000.0,Nashik,1199,5.0
BMW,X1 sDrive20d xLine,2018,Diesel,Automatic,53000,Second,2650000.0,Delhi,1995,5.0
Maruti Suzuki,Alto 800 Lxi,2016,Petrol,Manual,52303,First,340000.0,Bhopal,796,5.0
Maruti Suzuki,Baleno Alpha 1.2,2019,Petrol,Manual,42356,First,620000.0,Varanasi,1197,5.0
Maruti Suzuki,SX4 ZDI,2013,Diesel,Manual,84000,First,297000.0,Delhi,1248,5.0
Toyota,Etios Liva GD,2016,Diesel,Manual,114000,First,500000.0,Ambala Cantt,1364,5.0
Hyundai,Verna SX Plus 1.6 VTVT AT,2019,Petrol,Automatic,26894,First,1149000.0,Hyderabad,1591,5.0
Mercedes-Benz,C-Class C 220 CDI Avantgarde,2017,Diesel,Automatic,70000,Second,2650000.0,Pune,2143,5.0
Toyota,Fortuner 3.0 4x2 MT,2012,Diesel,Manual,98352,First,1375000.0,Patna,2982,7.0
Hyundai,i10 Magna,2009,Petrol,Manual,107000,Third,235000.0,Coimbatore,1086,5.0
BMW,5-Series 525d Luxury Plus,2014,Diesel,Automatic,68000,First,2280000.0,Pune,1995,5.0
Toyota,Fortuner 2.8 4x2 AT [2016-2020],2017,Diesel,Automatic,52000,First,3090000.0,Mumbai,2755,7.0
Lexus,ES 300h,2017,Petrol,Automatic,31059,First,4375000.0,Bangalore,2494,5.0
Maruti Suzuki,S-Cross Alpha 1.6,2017,Diesel,Manual,114000,First,749000.0,Faridabad,1598,5.0
BMW,X5 xDrive 30d Expedition,2017,Diesel,Automatic,35000,First,4800000.0,Delhi,2993,7.0
Mahindra,TUV300 T10,2017,Diesel,Manual,44000,First,785000.0,Mumbai,1493,7.0
Hyundai,i20 Active 1.4 S,2017,Diesel,Manual,72000,First,750000.0,Chennai,1396,5.0
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],2019,Diesel,Automatic,8000,First,4150000.0,Delhi,1950,5.0
Maruti Suzuki,Alto VXi,2014,Petrol,Manual,54000,First,320000.0,Mohali,998,5.0
Mercedes-Benz,GLA 200 CDI Style,2015,Diesel,Automatic,99000,Second,1750000.0,Chennai,2143,5.0
Mahindra,TUV300 T10,2019,Diesel,Manual,88000,First,944999.0,Hyderabad,1493,7.0
Land Rover,Range Rover 3.0 V6 Diesel Vogue LWB,2020,Diesel,Automatic,11000,Second,27500000.0,Hyderabad,2993,4.0
Ford,Endeavour Sport 2.0 4x4 AT,2021,Diesel,Automatic,19000,First,4100000.0,Hyderabad,1996,7.0
MG,Hector Sharp 1.5 DCT Petrol Dual Tone,2021,Petrol,Automatic,33000,First,1750000.0,Ahmedabad,1451,5.0
Maruti Suzuki,Ertiga VDi 1.3 Diesel,2018,Diesel,Manual,44153,First,811000.0,Patna,1248,7.0
Land Rover,Discovery Sport HSE Luxury 7-Seater,2020,Diesel,Automatic,32368,First,6900000.0,Chennai,2179,7.0
Hyundai,Verna 1.6 CRDI SX,2016,Diesel,Manual,42000,First,725000.0,Ludhiana,1582,5.0
Jaguar,XF Portfolio Diesel,2020,Diesel,Automatic,56000,First,4600000.0,Chennai,1999,5.0
Land Rover,Range Rover 3.0 V6 Diesel Vogue,2019,Diesel,Automatic,63000,First,19300000.0,Bangalore,2993,5.0
Hyundai,Grand i10 Asta AT 1.2 Kappa VTVT (O) [2016-2017],2017,Petrol,Automatic,49422,First,650000.0,Pune,1197,5.0
MG,Hector Plus Smart 1.5 DCT Petrol,2021,Petrol,Automatic,19000,First,1925000.0,Mumbai,1451,6.0
Honda,City SV CVT,2015,Petrol,Automatic,75258,First,590000.0,Mumbai,1497,5.0
Hyundai,Santro Sportz CNG [2018-2020],2019,CNG,Manual,46000,First,495000.0,Agra,1086,5.0
Maruti Suzuki,Baleno Zeta 1.3,2016,Diesel,Manual,68921,First,695000.0,Hyderabad,1248,5.0
Hyundai,Verna 1.6 CRDI SX,2018,Diesel,Manual,79800,First,799000.0,Karnal,1582,5.0
Volkswagen,Polo Highline1.2L (P),2013,Petrol,Manual,53000,Second,325000.0,Meerut,1198,5.0
Mahindra,Scorpio S5 2WD 7 STR,2018,Diesel,Manual,59000,First,1190000.0,Patna,2179,7.0
Jaguar,XJ 3.0 Portfolio,2017,Diesel,Automatic,30000,First,5800000.0,Pune,2993,5.0
Maruti Suzuki,Alto LXi BS-III,2009,Petrol,Manual,65000,Third,140000.0,Yamunanagar,796,5.0
Maruti Suzuki,Baleno Zeta 1.2,2021,Petrol,Manual,58000,First,750000.0,Varanasi,1197,5.0
Mercedes-Benz,M-Class ML 350 CDI,2014,Diesel,Automatic,94000,First,2600000.0,Mumbai,2997,5.0
Maruti Suzuki,Alto 800 Lx CNG,2017,CNG,Manual,45000,First,299000.0,Pune,796,5.0
Toyota,Fortuner 2.8 4x4 AT [2016-2020],2018,Diesel,Automatic,62152,First,3470000.0,Mumbai,2755,7.0
Hyundai,Venue SX Plus 1.0 Turbo DCT,2019,Petrol,Automatic,28000,First,1075000.0,Chennai,998,5.0
Hyundai,Grand i10 Magna AT 1.2 Kappa VTVT,2019,Petrol,Automatic,15000,First,650000.0,Chandigarh,1197,5.0
Honda,Amaze 1.2 S i-VTEC,2014,Petrol,Manual,53610,Second,425000.0,Gurgaon,1198,5.0
Nissan,Terrano XL D Plus,2014,Diesel,Manual,75000,First,445000.0,Delhi,1461,5.0
Maruti Suzuki,XL6 Zeta MT Petrol,2022,Petrol,Manual,16000,First,1225000.0,Delhi,1462,6.0
Audi,A3 35 TDI Premium + Sunroof,2015,Diesel,Automatic,60000,First,1350000.0,Delhi,1968,5.0
Mercedes-Benz,C-Class 220 BlueEfficiency,2014,Diesel,Automatic,45000,First,1450000.0,Ranchi,2143,5.0
Toyota,Fortuner 2.8 4x4 AT [2016-2020],2017,Diesel,Automatic,120000,First,2749000.0,Faridabad,2755,7.0
Hyundai,Santro GLS,2009,Petrol,Manual,56400,Third,141000.0,Jamshedpur,1086,5.0
Hyundai,Creta 1.6 S Plus AT,2017,Diesel,Automatic,70000,First,1375000.0,Bangalore,1582,5.0
Toyota,Innova 2.4 G 7 STR [2016-2017],2016,Diesel,Manual,82567,First,1825000.0,Bangalore,2393,7.0
Audi,A8 3.0 TDI quattro,2015,Diesel,Automatic,32000,First,4900000.0,Hyderabad,2967,4.0
Honda,Jazz V Diesel,2015,Diesel,Manual,68244,Second,525000.0,Indore,1498,5.0
Audi,Q7 3.0 TDI quattro Premium,2014,Diesel,Automatic,25000,Second,3300000.0,Chennai,2967,6.0
Hyundai,Eon Magna +,2018,Petrol,Manual,34000,First,405000.0,Hyderabad,814,5.0
Audi,Q3 35 TDI quattro Premium Plus,2017,Diesel,Automatic,36000,First,2550000.0,Delhi,1968,5.0
Honda,City SV,2019,Petrol,Manual,36000,First,875000.0,Pune,1497,5.0
Maruti Suzuki,Swift VXi,2014,Petrol,Manual,68005,First,355000.0,Ranchi,1197,5.0
Ford,Ecosport Titanium 1.5L TDCi,2018,Diesel,Manual,74797,First,925000.0,Udupi,1498,5.0
Land Rover,Evoque SE Dynamic,2021,Diesel,Automatic,12000,First,6500000.0,Hyderabad,1999,5.0
Hyundai,Elite i20 Magna 1.2 [2016-2017],2019,Petrol,Manual,31000,First,625000.0,Kanpur,1197,5.0
Datsun,Redigo T(O) 1.0,2020,Petrol,Manual,7520,First,425000.0,Bangalore,999,5.0
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2016-2017],2015,Petrol,Manual,58078,Second,550000.0,Mysore,1197,5.0
Volkswagen,Vento Comfortline Diesel,2014,Diesel,Manual,79081,First,434999.0,Delhi,1598,5.0
Mercedes-Benz,GLE 350 d,2018,Diesel,Automatic,28000,First,5900000.0,Delhi,2987,5.0
Mercedes-Benz,GLC 220 d Progressive,2017,Diesel,Automatic,72000,First,3500000.0,Faridabad,2143,5.0
Hyundai,Creta SX (O) 1.4 Turbo 7 DCT Dual Tone [2022-2022],2022,Petrol,Automatic,23000,First,1750000.0,Delhi,1353,5.0
Chevrolet,Captiva LTZ AWD AT,2012,Diesel,Automatic,74000,First,475000.0,Mohali,1991,7.0
Hyundai,Xcent S 1.2 (O),2015,Petrol,Manual,11628,First,425000.0,Kolkata,1197,5.0
Ford,Ecosport Titanium + 1.5L TDCi,2017,Diesel,Manual,81323,First,675000.0,Hyderabad,1498,5.0
Maruti Suzuki,Vitara Brezza LDi (O) [2016-2018],2016,Diesel,Manual,50000,First,675000.0,Mohali,1248,5.0
Toyota,Innova 2.4 ZX 7 STR [2016-2020],2016,Diesel,Manual,145000,First,1725000.0,Lucknow,2393,7.0
Audi,A3 40 TFSI Premium,2017,Petrol,Automatic,48000,First,1760000.0,Delhi,1798,5.0
Maruti Suzuki,Vitara Brezza ZDi+ Dual Tone [2017-2018],2017,Diesel,Manual,80000,First,730000.0,Kanpur,1248,5.0
Maruti Suzuki,Swift LXi,2011,Petrol,Manual,28513,First,301000.0,Ahmedabad,1197,5.0
Maruti Suzuki,Wagon R LXi LPG,2011,LPG,Manual,42000,Second,275000.0,Bhopal,998,5.0
Ford,Figo Duratorq Diesel ZXI 1.4,2013,Diesel,Manual,87000,First,225000.0,Mohali,1399,5.0
Hyundai,Eon Magna [2011-2012],2012,Petrol,Manual,55700,Second,185000.0,Jamshedpur,814,5.0
Maruti Suzuki,Alto 800 Lxi,2017,Petrol,Manual,45600,First,285000.0,Jamshedpur,796,5.0
Volkswagen,Vento Highline Diesel,2013,Diesel,Manual,78000,Second,350000.0,Dehradun,1598,5.0
Rolls-Royce,Ghost Extended Wheelbase,2012,Petrol,Automatic,55000,Third,20000000.0,Chennai,6592,5.0
Mercedes-Benz,GLS 400d 4MATIC,2021,Diesel,Automatic,3000,First,12900000.0,Delhi,2925,7.0
Skoda,Superb Style TSI AT,2017,Petrol,Automatic,52458,First,1650000.0,Mumbai,1798,5.0
Maruti Suzuki,Alto 800 Lxi CNG,2017,CNG,Manual,30000,First,265000.0,Kanpur,796,5.0
Tata,Tiago Revotron XE [2016-2019],2017,Petrol,Manual,46992,First,395000.0,Gurgaon,1199,5.0
Honda,Jazz V Petrol,2016,Petrol,Manual,54440,First,500000.0,Mumbai,1199,5.0
Mahindra,Alturas G4 4WD AT [2018-2020],2019,Diesel,Automatic,32000,First,2770000.0,Faridabad,2157,7.0
Mercedes-Benz,M-Class ML 250 CDI,2015,Diesel,Automatic,103000,First,2450000.0,Mumbai,2143,5.0
Audi,A4 1.8 TFSI Multitronic Premium Plus,2020,Petrol,Automatic,28600,First,3125000.0,Lucknow,1798,5.0
Kia,Carnival Limousine Plus 7 STR,2020,Diesel,Automatic,72000,First,2950000.0,Chandigarh,2199,7.0
Maruti Suzuki,Ertiga VDI SHVS,2016,Diesel,Manual,64906,First,620000.0,Varanasi,1248,7.0
Mercedes-Benz,GLA 220 d Activity Edition,2016,Diesel,Automatic,79000,First,2250000.0,Chennai,2143,5.0
Maruti Suzuki,Ciaz Delta 1.4 MT,2017,Petrol,Manual,64000,First,565000.0,Ranchi,1373,5.0
Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],2018,Petrol,Manual,56000,First,550000.0,Hyderabad,1197,5.0
Hyundai,Santro XO eRLX - Euro III,2007,Petrol,Manual,85000,Second,178000.0,Coimbatore,1086,5.0
Mahindra,Scorpio S5,2022,Diesel,Manual,12000,First,1550000.0,Delhi,2179,7.0
Maruti Suzuki,Vitara Brezza LDi (O) [2016-2018],2018,Diesel,Manual,67900,First,711000.0,Mumbai,1248,5.0
Tata,Tigor Revotron XM,2018,Petrol,Manual,48144,First,375000.0,Kolkata,1199,5.0
BMW,X1 sDrive20d xLine,2021,Diesel,Automatic,7100,First,4475000.0,Chennai,1995,5.0
Porsche,Macan Base [2019-2020],2022,Petrol,Automatic,9000,First,9100000.0,Gurgaon,1984,5.0
Maruti Suzuki,Alto VXi [2014-2019],2016,Petrol,Manual,64000,First,245000.0,Ranchi,998,5.0
Honda,City V Diesel,2016,Diesel,Manual,38000,First,690000.0,Patna,1498,5.0
Toyota,Innova 2.5 G BS IV 8 STR,2016,Diesel,Manual,65321,First,944999.0,Patna,2494,8.0
Mercedes-Benz,A-Class A 180 Sport Petrol,2014,Petrol,Automatic,80000,Third,1350000.0,Bangalore,1595,4.0
Maruti Suzuki,Vitara Brezza ZDi,2018,Diesel,Manual,37093,First,850000.0,Jalandhar,1248,5.0
Volkswagen,Vento Highline 1.0L TSI,2021,Petrol,Manual,37230,First,1200000.0,Hyderabad,999,5.0
Maruti Suzuki,Celerio VXi AMT,2014,Petrol,Automatic,76116,First,329000.0,Mumbai,998,5.0
Honda,Civic 1.8V MT,2010,Petrol,Manual,83359,First,300000.0,Mumbai,1799,5.0
BMW,5-Series 530d M Sport [2013-2017],2018,Diesel,Automatic,38000,First,4900000.0,Ahmedabad,2993,5.0
Hyundai,Santro Sportz CNG [2018-2020],2019,CNG,Manual,28000,First,465000.0,Delhi,1086,5.0
Skoda,Superb L&K TSI AT,2018,Petrol,Automatic,14120,First,2350000.0,Pune,1798,5.0
Hyundai,Eon D-Lite +,2014,Petrol,Manual,25000,First,250000.0,Meerut,814,5.0
MG,Hector Plus Sharp 1.5 DCT Petrol,2020,Petrol,Automatic,28584,First,1950000.0,Hyderabad,1451,6.0
BMW,X5 xDrive 30d,2015,Diesel,Automatic,87000,First,2975000.0,Mohali,2993,7.0
Land Rover,Evoque HSE,2017,Diesel,Automatic,50000,First,3800000.0,Mumbai,1999,5.0
Maruti Suzuki,Alto LXi CNG [2014-2018],2017,CNG,Manual,63200,First,330000.0,Pimpri-Chinchwad,998,4.0
Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],2014,Petrol,Manual,55000,First,409999.0,Delhi,1197,5.0
Ford,Figo Titanium1.5 TDCi,2019,Diesel,Manual,71569,First,575000.0,Lucknow,1498,5.0
Hyundai,i10 Magna 1.2 Kappa2,2012,Petrol,Manual,41200,First,270000.0,Mumbai,1197,5.0
Mahindra,Scorpio SLE BS-IV,2013,Diesel,Manual,117000,First,434999.0,Kanpur,2179,8.0
Maruti Suzuki,Swift DZire VXI,2014,Petrol,Manual,65000,Second,465000.0,Ahmedabad,1197,5.0
BMW,X3 xDrive 20d Luxury Line [2018-2020],2022,Diesel,Automatic,33000,First,6800000.0,Chennai,1995,5.0
Hyundai,i10 Magna 1.2 Kappa2,2011,Petrol,Manual,21000,First,350000.0,Hyderabad,1197,5.0
Hyundai,Venue SX 1.0 Turbo iMT,2020,Petrol,Manual,23000,First,900000.0,Haldwani,998,5.0
Maruti Suzuki,Swift LXi,2016,Petrol,Manual,26357,First,595000.0,Bangalore,1197,5.0
Hyundai,Creta 1.6 SX Plus AT Petrol,2018,Petrol,Automatic,33500,First,1260000.0,Mumbai,1591,5.0
Tata,Zest XE 75 PS Diesel,2020,Diesel,Manual,5923,First,530000.0,Ranchi,1248,5.0
Maruti Suzuki,Ertiga VDi,2015,Diesel,Manual,72000,First,599000.0,Agra,1248,7.0
Mahindra,XUV500 W11 AT,2018,Diesel,Automatic,54154,Second,1595000.0,Lucknow,2179,7.0
Volvo,V40 D3 R-Design,2017,Diesel,Automatic,14000,First,1798999.0,Delhi,1984,5.0
Maruti Suzuki,Baleno Delta 1.2,2021,Petrol,Manual,35500,First,636000.0,Ranchi,1197,5.0
Hyundai,Creta E Plus 1.4 CRDI,2018,Diesel,Manual,63000,First,950000.0,Delhi,1396,5.0
Maruti Suzuki,S-Cross Zeta 1.6,2017,Diesel,Manual,52836,First,800000.0,Ahmedabad,1598,5.0
Maruti Suzuki,Celerio X Vxi AMT [2017-2019],2017,Petrol,Automatic,50000,First,434000.0,Dehradun,998,5.0
Hyundai,Elite i20 Sportz 1.4 CRDI [2016-2017],2016,Diesel,Manual,72114,First,625000.0,Jalandhar,1396,5.0
Maruti Suzuki,Alto 800 Lxi CNG,2015,CNG,Manual,72000,Second,245000.0,Faridabad,796,5.0
Mercedes-Benz,GLA 200 Sport,2019,Petrol,Automatic,24000,First,3100000.0,Delhi,1991,5.0
Audi,A6 2.0 TDI Premium,2012,Diesel,Automatic,42000,First,1490000.0,Raipur,1968,5.0
BMW,5-Series 530d M Sport [2013-2017],2018,Diesel,Automatic,27600,First,6000000.0,Hyderabad,2993,5.0
Maruti Suzuki,Alto VXi [2014-2019],2015,Petrol,Manual,31000,First,295000.0,Patna,998,5.0
Maruti Suzuki,Eeco 7 STR [2019-2020],2018,Petrol,Manual,32000,Second,450000.0,Udupi,1196,7.0
Toyota,Innova 2.4 VX 7 STR [2016-2020],2018,Diesel,Manual,55000,First,1989999.0,Pune,2393,7.0
Lexus,ES 300h,2017,Petrol,Automatic,31059,First,3900000.0,Bangalore,2494,5.0
Honda,City V Diesel,2016,Diesel,Manual,72200,First,635000.0,Kanpur,1498,5.0
Tata,Safari 2.2 EX 4x2,2013,Diesel,Manual,72000,Second,575000.0,Ahmedabad,2179,7.0
Maruti Suzuki,S-Cross Alpha 1.6,2016,Diesel,Manual,77000,First,590000.0,Delhi,1598,5.0
Honda,City VX,2020,Petrol,Manual,26497,Second,1199000.0,Kolkata,1497,5.0
Hyundai,i10 Asta 1.2 AT Kappa2 with Sunroof,2013,Petrol,Automatic,57000,First,380000.0,Kanpur,1197,5.0
Maruti Suzuki,Alto VXi AMT [2014-2018],2015,Petrol,Automatic,20100,First,365000.0,Pune,998,5.0
Audi,A4 1.8 TFSI Multitronic Premium Plus,2010,Petrol,Automatic,67000,Second,1000000.0,Dehradun,1798,5.0
Mahindra,Thar LX 4-STR Hard Top Diesel MT,2021,Diesel,Manual,14500,First,1800000.0,Hyderabad,2184,4.0
Kia,Seltos HTK Plus AT 1.5 Diesel [2020-2021],2021,Diesel,Automatic,30000,First,1275000.0,Mohali,1493,5.0
Mercedes-Benz,C-Coupe 43 AMG 4MATIC,2020,Petrol,Automatic,19000,First,7000000.0,Chennai,2996,4.0
Mahindra,XUV500 W10 AT 1.99,2016,Diesel,Automatic,110000,First,955000.0,Ahmedabad,1997,7.0
Mahindra,TUV300 T6 Plus,2015,Diesel,Manual,115339,Second,630000.0,Ahmedabad,1493,7.0
Audi,Q5 40 TDI Premium Plus,2020,Diesel,Automatic,18000,Second,4475000.0,Delhi,1968,5.0
Mahindra,Thar LX 4-STR Hard Top Diesel AT,2022,Diesel,Automatic,4500,First,1950000.0,Ludhiana,2184,4.0
BMW,5-Series 525d Sedan,2011,Diesel,Automatic,56000,First,1295000.0,Mumbai,1995,5.0
Hyundai,Creta E Plus 1.6 Petrol,2017,Petrol,Manual,49000,First,890000.0,Pune,1591,5.0
Mercedes-Benz,GLC 220d 4MATIC Progressive,2022,Diesel,Automatic,7000,First,6750000.0,Lucknow,1950,5.0
BMW,3-Series 320d Sport Line,2015,Diesel,Automatic,78362,First,2275000.0,Bangalore,1995,5.0
Mahindra,Thar LX 4-STR Convertible Diesel AT,2020,Diesel,Automatic,30000,First,1864999.0,Bangalore,2184,4.0
Hyundai,i20 Active 1.4 SX,2015,Diesel,Manual,59000,First,540000.0,Agra,1396,5.0
BMW,X1 sDrive20d xLine,2018,Diesel,Automatic,49000,First,3125000.0,Bangalore,1995,5.0
Mercedes-Benz,M-Class ML 350 CDI,2014,Diesel,Automatic,60513,First,3200000.0,Mumbai,2997,5.0
Mercedes-Benz,GLA 200 d Sport,2019,Diesel,Automatic,56500,First,2750000.0,Delhi,2143,5.0
Hyundai,Verna Fluidic 1.6 CRDi SX,2013,Diesel,Manual,71000,First,400000.0,Agra,1582,5.0
Audi,Q7 45 TDI Technology Pack,2016,Diesel,Automatic,88000,Second,3750000.0,Delhi,2967,7.0
Hyundai,Creta 1.4 S,2018,Diesel,Manual,68000,First,800000.0,Kanpur,1396,5.0
Maruti Suzuki,Vitara Brezza ZDi,2017,Diesel,Manual,94827,First,780000.0,Jaipur,1248,5.0
Maruti Suzuki,Estilo LXi BS-IV,2010,Petrol,Manual,62000,First,220000.0,Bhopal,998,5.0
Maruti Suzuki,Wagon R LXi CNG,2012,CNG,Manual,57000,First,225000.0,Delhi,998,5.0
BMW,X1 sDrive20d Expedition,2017,Diesel,Automatic,22120,First,2385000.0,Delhi,1995,5.0
BMW,X1 sDrive20d xLine,2019,Diesel,Automatic,11000,First,3400000.0,Delhi,1995,5.0
Audi,A6 35 TFSI Matrix,2017,Petrol,Automatic,58000,First,2850000.0,Delhi,1798,5.0
Maruti Suzuki,Vitara Brezza ZDi,2019,Diesel,Manual,54572,First,990000.0,Jaipur,1248,5.0
Honda,City 1.5 V AT,2010,Petrol,Automatic,56000,First,325000.0,Delhi,1497,5.0
Honda,City 1.5 V AT,2011,Petrol,Automatic,89000,Second,325000.0,Mumbai,1497,5.0
Skoda,Rapid 1.5 TDI CR Ambition Plus AT,2014,Diesel,Automatic,42000,First,549000.0,Chandigarh,1498,5.0
Renault,Pulse RxL ABS Diesel [2015-2017],2017,Diesel,Manual,6000,First,340000.0,Kolkata,1461,5.0
Honda,Amaze 1.5 E i-DTEC,2013,Diesel,Manual,79500,First,425000.0,Pune,1498,5.0
BMW,3-Series 320d Luxury Line,2015,Diesel,Automatic,82000,Second,1689999.0,Delhi,1995,5.0
Toyota,Innova 2.4 VX 8 STR [2016-2020],2021,Diesel,Manual,34228,First,2750000.0,Udupi,2393,8.0
Maruti Suzuki,Swift VDi,2014,Diesel,Manual,141334,Second,515000.0,Pune,1248,5.0
Maruti Suzuki,Swift VXi [2014-2017],2018,Petrol,Manual,50000,First,550000.0,Meerut,1197,5.0
Nissan,Terrano XL D THP 110 PS,2014,Diesel,Manual,65000,First,550000.0,Ahmedabad,1461,5.0
Tata,Tiago Revotron XZA,2018,Petrol,Automatic,20000,First,555000.0,Mumbai,1199,5.0
Maruti Suzuki,Celerio ZXi [2017-2019],2017,Petrol,Manual,24000,First,391000.0,Patna,998,5.0
Maruti Suzuki,Ignis Delta 1.2 AMT,2017,Petrol,Automatic,36000,First,560000.0,Delhi,1197,5.0
Audi,Q3 2.0 TDI quattro Premium Plus,2013,Diesel,Automatic,117000,First,1420000.0,Chennai,1968,5.0
Volkswagen,Polo Highline Plus 1.0L TSI,2021,Petrol,Manual,24000,First,950000.0,Mangalore,999,5.0
Maruti Suzuki,Baleno Sigma 1.2,2017,Petrol,Manual,82000,First,490000.0,Ahmedabad,1197,5.0
Hyundai,Creta 1.6 SX,2016,Diesel,Manual,78000,First,1044999.0,Bangalore,1582,5.0
Audi,Q7 45 TDI Technology Pack,2017,Diesel,Automatic,45000,Second,5200000.0,Pune,2967,7.0
Hyundai,Verna Fluidic 1.6 VTVT SX Opt AT,2019,Petrol,Automatic,50000,First,1125000.0,Delhi,1591,5.0
MINI,Cooper D 5 Door,2014,Diesel,Automatic,24000,Second,1950000.0,Ludhiana,1496,5.0
Maruti Suzuki,Swift DZire VXi,2009,Petrol,Manual,77000,Second,260000.0,Pune,1298,5.0
Hyundai,i10 Magna 1.2,2009,Petrol,Manual,55000,First,165000.0,Lucknow,1197,5.0
Hyundai,Xcent S 1.2,2018,Petrol,Manual,66000,First,490000.0,Ahmedabad,1197,5.0
Maruti Suzuki,Alto VXi,2012,Petrol,Manual,37000,First,185000.0,Kolkata,998,5.0
Honda,City 1.5 V MT,2012,Petrol,Manual,80350,First,375000.0,Mumbai,1497,5.0
Mercedes-Benz,C-Class 220 BlueEfficiency,2013,Diesel,Automatic,102000,First,975000.0,Jalandhar,2143,5.0
Maruti Suzuki,Swift VXi [2014-2017],2016,Petrol,Manual,48200,Second,450000.0,Dehradun,1197,5.0
Maruti Suzuki,Swift DZire VDI,2015,Diesel,Manual,55000,Second,459999.0,Dehradun,1248,5.0
Lexus,ES 300h Exquisite [2020-2021],2020,Hybrid,Automatic,14000,First,5200000.0,Delhi,2487,5.0
Hyundai,Elite i20 Sportz 1.2 MT,2020,Petrol,Manual,25000,First,700000.0,Patna,1197,5.0
Volkswagen,Polo Highline Plus 1.0L TSI,2020,Petrol,Manual,20124,First,1025000.0,Bangalore,999,5.0
Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],2015,Petrol,Manual,55660,First,380000.0,Raipur,1197,5.0
Skoda,Octavia Style 1.8 TSI AT,2015,Petrol,Automatic,94580,First,819999.0,Kanpur,1798,5.0
Mercedes-Benz,GLA 200 Sport,2015,Petrol,Automatic,45000,Second,1691000.0,Mumbai,1991,5.0
Mercedes-Benz,GLC 220d 4MATIC Progressive [2019-2021],2019,Diesel,Automatic,10000,First,5200000.0,Delhi,1950,5.0
Maruti Suzuki,Ciaz VDi SHVS,2016,Diesel,Manual,57000,First,725000.0,Lucknow,1248,5.0
Hyundai,Grand i10 NIOS Sportz 1.2 Kappa VTVT CNG,2021,CNG,Manual,45000,First,725000.0,Ludhiana,1197,5.0
Maruti Suzuki,Alto LXi CNG,2011,CNG,Manual,90342,Second,155000.0,Ambala Cantt,796,5.0
Honda,Amaze 1.2 VX MT Petrol [2018-2020],2022,Petrol,Manual,1000,First,700000.0,Delhi,1199,5.0
Hyundai,Verna Fluidic 1.6 CRDi SX,2011,Diesel,Manual,135000,First,235000.0,Ambala Cantt,1582,5.0
Toyota,Fortuner 3.0 4x4 MT,2014,Diesel,Manual,123000,Second,1975000.0,Bangalore,2982,7.0
Mahindra,XUV500 W8 AWD,2012,Diesel,Manual,47531,First,810000.0,Bangalore,2179,7.0
Kia,Seltos HTX Plus 1.5 Diesel [2020-2021],2019,Diesel,Manual,79000,Second,1350000.0,Ludhiana,1493,5.0
Mahindra,Scorpio VLX 2WD Airbag BS-IV,2011,Diesel,Manual,95000,First,450000.0,Chandigarh,2179,8.0
Hyundai,i10 Magna 1.2 Kappa2,2011,Petrol,Manual,53000,First,250000.0,Kanpur,1197,5.0
Hyundai,Elite i20 Asta 1.4 CRDI [2016-2017],2020,Diesel,Manual,30000,First,819999.0,Ahmedabad,1396,5.0
